dbt ru"id","startTime","messageTime","matchState","sportType","name","type","parameters","status","mostBalancedLine","sgpEligable"
"7b8778c8-70e8-3986-8eaf-26694950466f","2024-04-29T13:00:00Z","2024-04-29T13:52:04.217Z","ONGOING","TENNIS","Will There Be A Tiebreak In The 2nd Set?","xth-set-will-there-be-a-tiebreak","['2']","OPEN","False","False"
"b5c913ae-9471-3230-ae80-61bb961e9969","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","Virtanen, Otto To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"94422a58-493a-39e5-8ad3-4094e5804280","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","Game Spread","game-handicap","['0', '6.5']","OPEN","True","False"
"89dd1ff9-26df-3b30-a4ba-f4c29da82a1c","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","2nd Set Game Spread ","game-handicap-in-set","['0', '2.5', '2']","OPEN","True","False"
"27a9b703-d16c-3eab-b747-f5da75d6ad39","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","2nd Set 3rd Game Winner","game-win","['2', '3']","OPEN","True","False"
"648b6c9e-03dd-3cb3-bfb7-11086e788dc0","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","2nd Set 4th Game Winner","game-win","['2', '4']","OPEN","False","False"
"c4c068a9-eecd-35da-b3b0-2357108095da","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","Total Games","games-more-less-than","['17.5']","OPEN","True","False"
"18a16453-0156-3736-92db-f2bea57b9281","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","Total Sets","points-more-less-than","['2.5']","OPEN","True","False"
"7cd6f24b-3660-3e54-9e91-070b70cc251d","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","2nd Set Total Games","section-games-more-less","['2', '9.5']","OPEN","True","False"
"378c5a7b-ace7-32b6-a874-4b5904174438","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","2nd Set Winner","section-win","['2']","OPEN","True","False"
"8287b25a-5f14-360c-b79c-3aca8dacb2b4","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","Moneyline","standard","[]","OPEN","True","False"
"05b8544c-0f36-3fe9-8dbb-d537bab66bdd","2024-04-29T13:05:00Z","2024-04-29T13:52:01.393Z","ONGOING","TENNIS","3rd Set Correct Score","xth-set-correct-score","['3']","OPEN","False","False"
"4cd01161-4d30-345c-b7ce-520eca984473","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","Nouza, Petr To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"995b4a15-d730-3121-9fee-b951fba974bb","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","Game Spread","game-handicap","['0', '7.5']","OPEN","True","False"
"5608b2d8-4e22-3d61-bb14-97ab94506b0e","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","2nd Set Game Spread ","game-handicap-in-set","['0', '3.5', '2']","OPEN","True","False"
"069d43c8-6cf9-3700-a820-2b85467488e3","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","2nd Set 2nd Game Winner","game-win","['2', '2']","OPEN","True","False"
"8f1d09a6-0f40-3a03-96d4-7b64b787118b","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","Total Games","games-more-less-than","['16.5']","OPEN","True","False"
"632344ef-9752-3a25-a8c3-99c6996d9115","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","Total Sets","points-more-less-than","['2.5']","OPEN","True","False"
"5be99eed-ab80-3497-affe-87bafdd75918","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","2nd Set Total Games","section-games-more-less","['2', '8.5']","OPEN","True","False"
"9d7a4d35-b0d6-371a-97aa-a52d070f4296","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","2nd Set Winner","section-win","['2']","OPEN","True","False"
"d95d03fa-a875-30db-9a6a-bed432adf6e6","2024-04-29T13:10:00Z","2024-04-29T13:52:03.714Z","ONGOING","TENNIS","3rd Set Correct Score","xth-set-correct-score","['3']","OPEN","False","False"
"9beece92-66d7-3308-8e70-696b693b2d16","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Jones, Giorgie To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"9bf341e4-dc81-30e9-a1cd-8ebfffefa0e0","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Jones, Giorgie To Win Exactly One Set","away-to-win-exactly-one-set","[]","OPEN","False","False"
"e6351148-7359-36c2-a620-8d10e1865f8c","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Jones, Giorgie To Win Exactly Two Sets","away-to-win-exactly-two-sets","[]","OPEN","False","False"
"2e198272-2124-3d99-98a4-faa7edb3e5ab","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5th Game To Deuce","deuce-in-game","['1', '5']","OPEN","False","False"
"e0855a5f-c73f-30cb-8cc0-bad8fc5f471e","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set & Match Winner","double-result-first-set-match","[]","OPEN","False","False"
"201b9c3d-78ba-3851-84ba-4d3908b86b53","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5th Game 1st Point Winner","exact-game-point-in-set","['1', '5', '1']","OPEN","True","False"
"bc6d06bc-5472-39b8-9a2a-b215ba04cc38","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","First 2 Points in 1st Set 5th Game","first-game-points-in-set","['1', '5', '2']","OPEN","True","False"
"ba6f578e-a627-3419-a378-ec35ca6356a6","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Game Spread ","game-handicap-in-set","['0', '2.5', '1']","OPEN","True","False"
"01570822-8ec1-338e-98cc-24d222f626f9","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5th Game Winner","game-win","['1', '5']","OPEN","True","False"
"0fc2f81d-6809-3807-bca6-5681bb878c22","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Total Games","games-more-less-than","['18.5']","OPEN","True","False"
"01f07a16-7cae-37bb-a030-1ef5cd03af9e","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Set Spread ","handicap","['0', '1.5']","OPEN","True","False"
"302a5c3a-fb89-3cb6-90c5-b59ee8183905","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Set Spread ","handicap","['1.5', '0']","OPEN","False","False"
"3da41581-43c5-3f16-a9e6-16bb36e5a046","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Ogunwale, Jaquelyn To Win A Set","home-to-win-a-set","[]","OPEN","False","False"
"59266ab1-ada1-37e6-8529-aba72db253bf","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Ogunwale, Jaquelyn To Win Exactly One Set","home-to-win-exactly-one-set","[]","OPEN","False","False"
"0382d379-e40e-3e17-99a1-4b1b69ecd033","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Ogunwale, Jaquelyn To Win Exactly Two Sets","home-to-win-exactly-two-sets","[]","OPEN","False","False"
"cfdf6b3b-ae4b-3e84-bd4c-0406629017e6","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Exact Number of Sets Played","number-of-points","['sr:exact_sets:bestof:3']","OPEN","False","False"
"2ed0fb20-417a-3a17-995f-208ab475674b","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5th Game Winner + Score","other-games-score","['1', '5']","OPEN","False","False"
"5d507b83-ba7d-36bd-80b5-f3ae7f3b5bf7","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Correct Set Score","point-bet-2sets","[]","OPEN","False","False"
"928ea8cd-1789-3cd1-a08b-dfc2993d27c1","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Total Sets","points-more-less-than","['2.5']","OPEN","True","False"
"c178b5d9-0fa3-3d27-b5df-6d48a6f37a7d","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Total Games","section-games-more-less","['1', '9.5']","OPEN","True","False"
"f3d9f6a8-4d13-3d14-bf89-65179de4a897","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Winner","section-win","['1']","OPEN","True","False"
"9330acab-6a5d-3a0b-aace-c1fdb2434971","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","2nd Set Winner","section-win","['2']","OPEN","True","False"
"bd6c6e96-4899-346d-ab4c-9de206f651c1","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Moneyline","standard","[]","OPEN","True","False"
"1b79779a-18c6-3f74-bff6-02de3635d65a","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Match Winner & Total Games ","winner-and-total","['18.5']","OPEN","False","False"
"dc33d492-c4c1-39a7-b6e3-1c702083b8d5","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Correct Score","xth-set-correct-score","['1']","OPEN","False","False"
"fe3354a8-e22d-30f0-9b80-41082d00db33","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5th Game Exact Points","xth-set-game-x-exact-points","['1', '5']","OPEN","False","False"
"d9f50c37-ead6-35bd-b6f4-ef73daca5783","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set 5 Game Race To 2nd Point","xth-set-game-x-race-to-x-points","['1', '5', '2']","OPEN","True","False"
"9741d350-e51f-3034-bc30-0e0f6f77624b","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Race To 3 Games","xth-set-race-to-x-games","['1', '3']","OPEN","False","False"
"ae6d33f0-206b-304f-ac64-4bfcd42c19de","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Race To 4 Games","xth-set-race-to-x-games","['1', '4']","OPEN","True","False"
"fa94c4d3-92a1-3b9f-a521-0ef18e599178","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","1st Set Race To 5 Games","xth-set-race-to-x-games","['1', '5']","OPEN","False","False"
"6cb75c05-dc33-33d8-acd9-5a3d387439e6","2024-04-29T13:20:00Z","2024-04-29T13:51:59.903Z","ONGOING","TENNIS","Will There Be A Tiebreak In The 1st Set?","xth-set-will-there-be-a-tiebreak","['1']","OPEN","False","False"
"53b789aa-e6eb-39f6-bb20-0e42ff4fe891","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Chramcova, Victoria To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"188867ab-9fe3-3ebb-88d7-eab7507a4831","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Chramcova, Victoria To Win Exactly One Set","away-to-win-exactly-one-set","[]","OPEN","False","False"
"60662d3b-bcd4-37d4-b6ad-f30b85557fa3","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Chramcova, Victoria To Win Exactly Two Sets","away-to-win-exactly-two-sets","[]","OPEN","False","False"
"c0260a2e-d61b-33d3-87f0-5f52f0004d28","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 8th Game To Deuce","deuce-in-game","['1', '8']","OPEN","False","False"
"1f2f3f4c-4220-366f-8cdb-0f397809bb27","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set & Match Winner","double-result-first-set-match","[]","OPEN","False","False"
"95c13790-ab24-3b28-b1a4-6a92b4a92e21","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 7th Game 6th Point Winner","exact-game-point-in-set","['1', '7', '6']","OPEN","True","False"
"7908b1e7-920e-35c2-bd7a-9a2c12df1c08","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","First 2 Points in 1st Set 8th Game","first-game-points-in-set","['1', '8', '2']","OPEN","True","False"
"30c4bfb1-dc14-3ac5-8b13-ba891d48556b","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set Game Spread ","game-handicap-in-set","['1.5', '0', '1']","OPEN","True","False"
"33fdb222-1a7d-3586-8d98-b8123d287820","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 8th Game Winner","game-win","['1', '8']","OPEN","True","False"
"7609c7a0-afba-35bb-93de-c76e3c9bb2a7","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Total Games","games-more-less-than","['17.5']","OPEN","True","False"
"2082a289-9ef4-3e29-b713-82c28d20579f","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Set Spread ","handicap","['0', '1.5']","OPEN","False","False"
"3ccf5682-dab0-3e2f-bd94-a3102139f6fe","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Set Spread ","handicap","['1.5', '0']","OPEN","True","False"
"3faea18d-3ff1-3817-a77f-a0a68bd19697","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Knez, Stella To Win A Set","home-to-win-a-set","[]","OPEN","False","False"
"6c61cc98-16cb-3166-8270-be45604445c3","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Knez, Stella To Win Exactly One Set","home-to-win-exactly-one-set","[]","OPEN","False","False"
"c6edb054-f270-30d6-bd2f-3342dd52d2df","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Knez, Stella To Win Exactly Two Sets","home-to-win-exactly-two-sets","[]","OPEN","False","False"
"52cb5440-4f9f-3939-8c7f-758380467b77","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Exact Number of Sets Played","number-of-points","['sr:exact_sets:bestof:3']","OPEN","False","False"
"da17280d-acfe-3a26-a3d1-b9d75beace43","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 8th Game Winner + Score","other-games-score","['1', '8']","OPEN","False","False"
"b40c2a75-bd87-30ad-bfee-6a16c2b0d7a0","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Correct Set Score","point-bet-2sets","[]","OPEN","False","False"
"566b941d-f3ff-360b-b99b-b29c7be667b0","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Total Sets","points-more-less-than","['2.5']","OPEN","True","False"
"949c0eff-9ef1-3656-974c-1e8a7ea6d67b","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set Total Games","section-games-more-less","['1', '10.5']","OPEN","True","False"
"bd75a689-1e68-3a7f-847b-36363ac924d5","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set Winner","section-win","['1']","OPEN","True","False"
"fa17ba72-ec59-3097-a0c5-7a05f72aa56a","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","2nd Set Winner","section-win","['2']","OPEN","True","False"
"6401914a-eeb0-317f-bc9d-b7ac77696070","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Moneyline","standard","[]","OPEN","True","False"
"c4d9c3d2-7e89-391c-966b-f5867e9a63f4","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Match Winner & Total Games ","winner-and-total","['17.5']","OPEN","False","False"
"67960fd4-e730-3f43-8195-979e0010e5cd","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 8th Game Exact Points","xth-set-game-x-exact-points","['1', '8']","OPEN","False","False"
"8246ee51-2482-3898-a507-25ee593d2c91","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set 8 Game Race To 2nd Point","xth-set-game-x-race-to-x-points","['1', '8', '2']","OPEN","True","False"
"6d5efe7b-7e7e-342e-91ef-fd0d885ffc64","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","1st Set Race To 5 Games","xth-set-race-to-x-games","['1', '5']","OPEN","False","False"
"4ab9eb31-a92f-3f4b-bd68-af99d94d9ba5","2024-04-29T13:20:00Z","2024-04-29T13:52:06.273Z","ONGOING","TENNIS","Will There Be A Tiebreak In The 1st Set?","xth-set-will-there-be-a-tiebreak","['1']","OPEN","False","False"
"259e8cbb-3d2c-3f9d-a243-8fbd63056506","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Barnes, Katherine To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"214309c9-0d58-3faf-80df-1a1d91dc924c","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Barnes, Katherine To Win Exactly One Set","away-to-win-exactly-one-set","[]","OPEN","False","False"
"fc199020-8108-3171-96c7-fc9482621dc0","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Barnes, Katherine To Win Exactly Two Sets","away-to-win-exactly-two-sets","[]","OPEN","False","False"
"3f442f7a-96a0-3996-b8f5-f330150408d6","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 6th Game To Deuce","deuce-in-game","['1', '6']","OPEN","False","False"
"79b7d04c-c0f6-35e9-b161-6037c44332ce","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set & Match Winner","double-result-first-set-match","[]","OPEN","False","False"
"9da1b789-4117-30b3-9747-c6f09423556e","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 5th Game 5th Point Winner","exact-game-point-in-set","['1', '5', '5']","OPEN","True","False"
"4c598351-a6ee-3b1e-9abd-024d56a3f91e","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","First 2 Points in 1st Set 6th Game","first-game-points-in-set","['1', '6', '2']","OPEN","True","False"
"28225e6e-2c10-347f-aebe-e41d1104bd5c","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Game Spread ","game-handicap-in-set","['0', '1.5', '1']","OPEN","True","False"
"1baae076-f96a-3dfb-b1cb-f53403d67b32","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 6th Game Winner","game-win","['1', '6']","OPEN","True","False"
"05aafddb-4be6-345a-9586-d156f25c4ca1","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Total Games","games-more-less-than","['19.5']","OPEN","True","False"
"4595d42b-896b-3c6d-b6a0-6483c8a0e989","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Set Spread ","handicap","['0', '1.5']","OPEN","True","False"
"779ffcc3-a54a-3b0d-ba8c-177bed7745f9","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Set Spread ","handicap","['1.5', '0']","OPEN","False","False"
"972095a5-52a5-3330-b937-e48c41e938f1","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Maloney, Eliz To Win A Set","home-to-win-a-set","[]","OPEN","False","False"
"736f72c0-a655-3555-9b10-a9f49e830d49","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Maloney, Eliz To Win Exactly One Set","home-to-win-exactly-one-set","[]","OPEN","False","False"
"0bebd216-1edd-3754-9bc2-6d4dd5445763","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Maloney, Eliz To Win Exactly Two Sets","home-to-win-exactly-two-sets","[]","OPEN","False","False"
"7618e7f3-1766-35b4-ae9d-3ffce163c3eb","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Exact Number of Sets Played","number-of-points","['sr:exact_sets:bestof:3']","OPEN","False","False"
"7638760a-6463-3389-a99d-23ca360ea496","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 6th Game Winner + Score","other-games-score","['1', '6']","OPEN","False","False"
"cd2401c8-506e-32bf-8a50-6b6291aef25a","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Correct Set Score","point-bet-2sets","[]","OPEN","False","False"
"c657279b-9298-3fcd-9ef2-2463dbbd6b70","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Total Sets","points-more-less-than","['2.5']","OPEN","True","False"
"84c03254-185f-3614-95c2-664393ec7bc5","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Total Games","section-games-more-less","['1', '9.5']","OPEN","True","False"
"4499f2de-9f05-399c-8938-a67cb435b97b","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Winner","section-win","['1']","OPEN","True","False"
"e076513c-707a-3df2-b20c-3eb96ef5e029","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","2nd Set Winner","section-win","['2']","OPEN","True","False"
"d63f8809-15f9-3197-a8f2-ba9e5e42733b","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Moneyline","standard","[]","OPEN","True","False"
"550ddbc7-fcaf-3d39-8255-ee3efc111166","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Match Winner & Total Games ","winner-and-total","['19.5']","OPEN","False","False"
"22cc6366-32a7-34e2-8de3-ddd08cc51607","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Correct Score","xth-set-correct-score","['1']","OPEN","False","False"
"acd956e6-aa2d-3d6b-9db5-245c718b7340","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 6th Game Exact Points","xth-set-game-x-exact-points","['1', '6']","OPEN","False","False"
"11ade576-cb66-3648-b1da-3067b2871366","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set 6 Game Race To 2nd Point","xth-set-game-x-race-to-x-points","['1', '6', '2']","OPEN","True","False"
"9ae33a17-90be-3685-b11f-618b3d15f051","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Race To 4 Games","xth-set-race-to-x-games","['1', '4']","OPEN","True","False"
"d69db3aa-f512-3796-8cef-928a17f824d1","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","1st Set Race To 5 Games","xth-set-race-to-x-games","['1', '5']","OPEN","False","False"
"19bde995-6940-31c4-a0b8-f1b102b57575","2024-04-29T13:20:00Z","2024-04-29T13:51:59.426Z","ONGOING","TENNIS","Will There Be A Tiebreak In The 1st Set?","xth-set-will-there-be-a-tiebreak","['1']","OPEN","False","False"
"920e31e9-51e3-335d-a3bf-965c2cb5c219","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Will Any Set Result in A Bagel? (6-0)","any-set-to-nil","[]","OPEN","False","False"
"94fd7587-e75e-3fb2-b2ea-48cfa191d239","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Romero Gormaz, Leyre To Win A Set","away-to-win-a-set","[]","OPEN","False","False"
"af29fe14-bcd0-3177-9ae1-f0381ba987ab","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Romero Gormaz, Leyre To Win Exactly One Set","away-to-win-exactly-one-set","[]","OPEN","False","False"
"4d117cb8-e005-30e2-af10-ce06d0025ad2","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Romero Gormaz, Leyre To Win Exactly Two Sets","away-to-win-exactly-two-sets","[]","OPEN","False","False"
"c9b3c11c-1be5-3cac-8b4a-acba56f49306","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set 5th Game To Deuce","deuce-in-game","['1', '5']","OPEN","False","False"
"a5b7023b-fc07-39b9-b071-8042857a8b0a","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set & Match Winner","double-result-first-set-match","[]","OPEN","False","False"
"27ff0028-f1a5-3fb3-9078-7e3235b7f80a","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set 5th Game 1st Point Winner","exact-game-point-in-set","['1', '5', '1']","OPEN","True","False"
"d0f1ea62-0240-3692-a7e4-e30efeec92cd","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","First 2 Points in 1st Set 5th Game","first-game-points-in-set","['1', '5', '2']","OPEN","True","False"
"51c4a30f-43ea-3a45-a15a-e111f8d4f06c","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Game Spread","game-handicap","['3.5', '0']","OPEN","True","False"
"e6405b2b-6e5f-340f-8bc7-3175cbe2d253","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set Game Spread ","game-handicap-in-set","['1.5', '0', '1']","OPEN","True","False"
"e69e82fa-f8ab-3135-a0b1-9ba54140d330","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set 4th Game Winner","game-win","['1', '4']","OPEN","False","False"
"dda6f6d6-c61e-3997-8788-d3d26084ea7b","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","1st Set 5th Game Winner","game-win","['1', '5']","OPEN","True","False"
"8229ca7e-d49d-395a-9a4e-b1d2a310eb14","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Total Games","games-more-less-than","['20.5']","OPEN","True","False"
"6904fcd1-e51c-3269-9642-49de7bb5597e","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Set Spread ","handicap","['0', '1.5']","OPEN","False","False"
"681a72e5-c707-3f0c-970e-c0c8ca5db66f","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Set Spread ","handicap","['1.5', '0']","OPEN","True","False"
"c47db4c2-b592-38c8-9f71-4b8fa0fcc7e7","2024-04-29T13:30:00Z","2024-04-29T13:52:03.199Z","ONGOING","TENNIS","Oz, Ipek To Win A Set","home-to-win-a-set","[]","OPEN","False","False"
